catalogCode,displayNameEn,displayNameFr,modality,bodyRegion,contrastType,viewCount,laterality,anatomicSubregion,protocol,wave,status,billingStatus,aliasRequired,retirementImpact,successorImpact,implementationBatch
XR_SCAPULA_LEFT,Scapula X-ray left,Radiographie scapula gauche,MODALITY_XR,BODY_REGION_SHOULDER,CONTRAST_TYPE_NONE,VIEW_COUNT_TWO,LATERALITY_LEFT,ANATOMIC_SUBREGION_SCAPULA,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,XR-3
XR_SCAPULA_RIGHT,Scapula X-ray right,Radiographie scapula droite,MODALITY_XR,BODY_REGION_SHOULDER,CONTRAST_TYPE_NONE,VIEW_COUNT_TWO,LATERALITY_RIGHT,ANATOMIC_SUBREGION_SCAPULA,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,XR-3
CT_HEAD_W_CONTRAST,CT head with IV contrast,TDM tête avec contraste IV,MODALITY_CT,BODY_REGION_HEAD,CONTRAST_TYPE_WITH,,LATERALITY_UNSPECIFIED,,,1,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,AVOID_CT_HEAD,CT-1
CT_CHEST_W_IV_CONTRAST,CT chest with IV contrast,TDM thorax avec contraste IV,MODALITY_CT,BODY_REGION_CHEST,CONTRAST_TYPE_WITH,,LATERALITY_UNSPECIFIED,,,1,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,AVOID_CT_ABD,CT-1
CT_CHEST_W_WO_CONTRAST,CT chest with and without IV contrast,TDM thorax avec et sans contraste IV,MODALITY_CT,BODY_REGION_CHEST,CONTRAST_TYPE_WITH_AND_WITHOUT,,LATERALITY_UNSPECIFIED,,,1,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,AVOID_CT_ABD,CT-1
CT_ABDOMEN_PELVIS_W_IV_CONTRAST,CT abdomen/pelvis with IV contrast,TDM abdomen/pelvis avec contraste IV,MODALITY_CT,BODY_REGION_ABDOMEN_PELVIS,CONTRAST_TYPE_WITH,,LATERALITY_UNSPECIFIED,,,1,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,AVOID_CT_ABD,CT-1
CT_ABDOMEN_PELVIS_W_WO_CONTRAST,CT abdomen/pelvis with and without IV contrast,TDM abdomen/pelvis avec et sans contraste IV,MODALITY_CT,BODY_REGION_ABDOMEN_PELVIS,CONTRAST_TYPE_WITH_AND_WITHOUT,,LATERALITY_UNSPECIFIED,,,1,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,AVOID_CT_ABD,CT-1
CT_PELVIS_WO_CONTRAST,CT pelvis without IV contrast,TDM pelvis sans contraste IV,MODALITY_CT,BODY_REGION_PELVIS,CONTRAST_TYPE_WITHOUT,,LATERALITY_UNSPECIFIED,,,1,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,AVOID_CT_ABD,CT-1
CT_PELVIS_W_WO_CONTRAST,CT pelvis with and without IV contrast,TDM pelvis avec et sans contraste IV,MODALITY_CT,BODY_REGION_PELVIS,CONTRAST_TYPE_WITH_AND_WITHOUT,,LATERALITY_UNSPECIFIED,,,1,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,AVOID_CT_ABD,CT-1
CTA_LOWER_EXTREMITY_LEFT,CTA lower extremity left,Angioscanner membre inférieur gauche,MODALITY_CTA,BODY_REGION_LOWER_EXTREMITY,CONTRAST_TYPE_ANGIOGRAPHIC,,LATERALITY_LEFT,,,2,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-2
CTA_LOWER_EXTREMITY_RIGHT,CTA lower extremity right,Angioscanner membre inférieur droit,MODALITY_CTA,BODY_REGION_LOWER_EXTREMITY,CONTRAST_TYPE_ANGIOGRAPHIC,,LATERALITY_RIGHT,,,2,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-2
CTA_UPPER_EXTREMITY_LEFT,CTA upper extremity left,Angioscanner membre supérieur gauche,MODALITY_CTA,BODY_REGION_UPPER_EXTREMITY,CONTRAST_TYPE_ANGIOGRAPHIC,,LATERALITY_LEFT,,,2,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-2
CTA_UPPER_EXTREMITY_RIGHT,CTA upper extremity right,Angioscanner membre supérieur droit,MODALITY_CTA,BODY_REGION_UPPER_EXTREMITY,CONTRAST_TYPE_ANGIOGRAPHIC,,LATERALITY_RIGHT,,,2,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-2
CT_BRAIN_PERFUSION,CT brain perfusion,TDM perfusion cérébrale,MODALITY_CT,BODY_REGION_HEAD,CONTRAST_TYPE_WITHOUT,,LATERALITY_UNSPECIFIED,,PROTOCOL_CT_BRAIN_PERFUSION,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_FACIAL_WO_CONTRAST,CT facial bones without contrast,TDM os faciaux sans contraste,MODALITY_CT,BODY_REGION_FACE,CONTRAST_TYPE_WITHOUT,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_FACIAL_BONES,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_MAXILLOFACIAL_WO_CONTRAST,CT maxillofacial without contrast,TDM maxillo-facial sans contraste,MODALITY_CT,BODY_REGION_FACE,CONTRAST_TYPE_WITHOUT,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_FACIAL_BONES,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_MAXILLOFACIAL_W_IV_CONTRAST,CT maxillofacial with IV contrast,TDM maxillo-facial avec contraste IV,MODALITY_CT,BODY_REGION_FACE,CONTRAST_TYPE_WITH,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_FACIAL_BONES,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_ORBITS_WO_CONTRAST,CT orbits without contrast,TDM orbites sans contraste,MODALITY_CT,BODY_REGION_HEAD,CONTRAST_TYPE_WITHOUT,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_ORBIT,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_SINUSES_WO_CONTRAST,CT sinuses without contrast,TDM sinus sans contraste,MODALITY_CT,BODY_REGION_SINUS,CONTRAST_TYPE_WITHOUT,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_SINUS,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_STN_WO_CONTRAST,CT soft tissue neck without contrast,TDM parties molles du cou sans contraste,MODALITY_CT,BODY_REGION_HEAD_NECK,CONTRAST_TYPE_WITHOUT,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_NECK_SOFT_TISSUE,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_STN_W_IV_CONTRAST,CT soft tissue neck with IV contrast,TDM parties molles du cou avec contraste IV,MODALITY_CT,BODY_REGION_HEAD_NECK,CONTRAST_TYPE_WITH,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_NECK_SOFT_TISSUE,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_STN_W_WO_CONTRAST,CT soft tissue neck with and without IV contrast,TDM parties molles du cou avec et sans contraste IV,MODALITY_CT,BODY_REGION_HEAD_NECK,CONTRAST_TYPE_WITH_AND_WITHOUT,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_NECK_SOFT_TISSUE,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_TSPINE_WO_CONTRAST,CT thoracic spine without contrast,TDM rachis thoracique sans contraste,MODALITY_CT,BODY_REGION_SPINE_THORACIC,CONTRAST_TYPE_WITHOUT,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_SPINE_THORACIC,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_FOOT_LEFT_WO_CONTRAST,CT foot left without contrast,TDM pied gauche sans contraste,MODALITY_CT,BODY_REGION_FOOT,CONTRAST_TYPE_WITHOUT,,LATERALITY_LEFT,,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_FOOT_RIGHT_WO_CONTRAST,CT foot right without contrast,TDM pied droit sans contraste,MODALITY_CT,BODY_REGION_FOOT,CONTRAST_TYPE_WITHOUT,,LATERALITY_RIGHT,,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_HIP_LEFT_WO_CONTRAST,CT hip left without contrast,TDM hanche gauche sans contraste,MODALITY_CT,BODY_REGION_HIP,CONTRAST_TYPE_WITHOUT,,LATERALITY_LEFT,,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_HIP_RIGHT_WO_CONTRAST,CT hip right without contrast,TDM hanche droite sans contraste,MODALITY_CT,BODY_REGION_HIP,CONTRAST_TYPE_WITHOUT,,LATERALITY_RIGHT,,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_KNEE_LEFT_WO_CONTRAST,CT knee left without contrast,TDM genou gauche sans contraste,MODALITY_CT,BODY_REGION_KNEE,CONTRAST_TYPE_WITHOUT,,LATERALITY_LEFT,,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_KNEE_RIGHT_WO_CONTRAST,CT knee right without contrast,TDM genou droit sans contraste,MODALITY_CT,BODY_REGION_KNEE,CONTRAST_TYPE_WITHOUT,,LATERALITY_RIGHT,,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_LOWER_EXTREMITY_LEFT_W_IV_CONTRAST,CT lower extremity left with IV contrast,TDM membre inférieur gauche avec contraste IV,MODALITY_CT,BODY_REGION_LOWER_EXTREMITY,CONTRAST_TYPE_WITH,,LATERALITY_LEFT,,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_LOWER_EXTREMITY_LEFT_WO_CONTRAST,CT lower extremity left without contrast,TDM membre inférieur gauche sans contraste,MODALITY_CT,BODY_REGION_LOWER_EXTREMITY,CONTRAST_TYPE_WITHOUT,,LATERALITY_LEFT,,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_LOWER_EXTREMITY_RIGHT_W_IV_CONTRAST,CT lower extremity right with IV contrast,TDM membre inférieur droit avec contraste IV,MODALITY_CT,BODY_REGION_LOWER_EXTREMITY,CONTRAST_TYPE_WITH,,LATERALITY_RIGHT,,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_LOWER_EXTREMITY_RIGHT_WO_CONTRAST,CT lower extremity right without contrast,TDM membre inférieur droit sans contraste,MODALITY_CT,BODY_REGION_LOWER_EXTREMITY,CONTRAST_TYPE_WITHOUT,,LATERALITY_RIGHT,,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_UPPER_EXTREMITY_LEFT_W_IV_CONTRAST,CT upper extremity left with IV contrast,TDM membre supérieur gauche avec contraste IV,MODALITY_CT,BODY_REGION_UPPER_EXTREMITY,CONTRAST_TYPE_WITH,,LATERALITY_LEFT,,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_UPPER_EXTREMITY_LEFT_WO_CONTRAST,CT upper extremity left without contrast,TDM membre supérieur gauche sans contraste,MODALITY_CT,BODY_REGION_UPPER_EXTREMITY,CONTRAST_TYPE_WITHOUT,,LATERALITY_LEFT,,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_UPPER_EXTREMITY_RIGHT_W_IV_CONTRAST,CT upper extremity right with IV contrast,TDM membre supérieur droit avec contraste IV,MODALITY_CT,BODY_REGION_UPPER_EXTREMITY,CONTRAST_TYPE_WITH,,LATERALITY_RIGHT,,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
CT_UPPER_EXTREMITY_RIGHT_WO_CONTRAST,CT upper extremity right without contrast,TDM membre supérieur droit sans contraste,MODALITY_CT,BODY_REGION_UPPER_EXTREMITY,CONTRAST_TYPE_WITHOUT,,LATERALITY_RIGHT,,,4,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,CT-3
MRI_BRAIN_W_CONTRAST,MRI brain with contrast,IRM cérébrale avec contraste,MODALITY_MRI,BODY_REGION_HEAD,CONTRAST_TYPE_WITH,,LATERALITY_UNSPECIFIED,,,1,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,PRESERVE_MRI_SPINE_NULL,MRI-1
MRI_BRAIN_W_WO_CONTRAST,MRI brain with and without contrast,IRM cérébrale avec et sans contraste,MODALITY_MRI,BODY_REGION_HEAD,CONTRAST_TYPE_WITH_AND_WITHOUT,,LATERALITY_UNSPECIFIED,,,1,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,PRESERVE_MRI_SPINE_NULL,MRI-1
MRI_CSPINE_WO_CONTRAST,MRI cervical spine without contrast,IRM rachis cervical sans contraste,MODALITY_MRI,BODY_REGION_SPINE_CERVICAL,CONTRAST_TYPE_WITHOUT,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_SPINE_CERVICAL,,1,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,PRESERVE_MRI_SPINE_NULL,MRI-1
MRI_CSPINE_W_CONTRAST,MRI cervical spine with contrast,IRM rachis cervical avec contraste,MODALITY_MRI,BODY_REGION_SPINE_CERVICAL,CONTRAST_TYPE_WITH,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_SPINE_CERVICAL,,1,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,PRESERVE_MRI_SPINE_NULL,MRI-1
MRI_CSPINE_W_WO_CONTRAST,MRI cervical spine with and without contrast,IRM rachis cervical avec et sans contraste,MODALITY_MRI,BODY_REGION_SPINE_CERVICAL,CONTRAST_TYPE_WITH_AND_WITHOUT,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_SPINE_CERVICAL,,1,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,PRESERVE_MRI_SPINE_NULL,MRI-1
MRI_LSPINE_WO_CONTRAST,MRI lumbar spine without contrast,IRM rachis lombaire sans contraste,MODALITY_MRI,BODY_REGION_SPINE,CONTRAST_TYPE_WITHOUT,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_SPINE_LUMBAR,,1,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,PRESERVE_MRI_SPINE_NULL,MRI-1
MRI_LSPINE_W_CONTRAST,MRI lumbar spine with contrast,IRM rachis lombaire avec contraste,MODALITY_MRI,BODY_REGION_SPINE,CONTRAST_TYPE_WITH,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_SPINE_LUMBAR,,1,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,PRESERVE_MRI_SPINE_NULL,MRI-1
MRI_LSPINE_W_WO_CONTRAST,MRI lumbar spine with and without contrast,IRM rachis lombaire avec et sans contraste,MODALITY_MRI,BODY_REGION_SPINE,CONTRAST_TYPE_WITH_AND_WITHOUT,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_SPINE_LUMBAR,,1,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,PRESERVE_MRI_SPINE_NULL,MRI-1
MRI_TSPINE_WO_CONTRAST,MRI thoracic spine without contrast,IRM rachis thoracique sans contraste,MODALITY_MRI,BODY_REGION_SPINE_THORACIC,CONTRAST_TYPE_WITHOUT,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_SPINE_THORACIC,,1,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,PRESERVE_MRI_SPINE_NULL,MRI-1
MRI_TSPINE_W_CONTRAST,MRI thoracic spine with contrast,IRM rachis thoracique avec contraste,MODALITY_MRI,BODY_REGION_SPINE_THORACIC,CONTRAST_TYPE_WITH,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_SPINE_THORACIC,,1,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,PRESERVE_MRI_SPINE_NULL,MRI-1
MRI_TSPINE_W_WO_CONTRAST,MRI thoracic spine with and without contrast,IRM rachis thoracique avec et sans contraste,MODALITY_MRI,BODY_REGION_SPINE_THORACIC,CONTRAST_TYPE_WITH_AND_WITHOUT,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_SPINE_THORACIC,,1,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,PRESERVE_MRI_SPINE_NULL,MRI-1
MRI_CHOLANGIOGRAM,MRI cholangiogram,IRM cholangiographie,MODALITY_MRI,BODY_REGION_HEPATOBILIARY,CONTRAST_TYPE_WITHOUT,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_BILIARY,PROTOCOL_MRI_CHOLANGIOGRAM,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,MRI-2
MRI_HIP_BILATERAL_WO_CONTRAST,MRI hip bilateral without contrast,IRM hanche bilatérale sans contraste,MODALITY_MRI,BODY_REGION_HIP,CONTRAST_TYPE_WITHOUT,,LATERALITY_BILATERAL,,,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,MRI-2
MRI_HIP_LEFT_WO_CONTRAST,MRI hip left without contrast,IRM hanche gauche sans contraste,MODALITY_MRI,BODY_REGION_HIP,CONTRAST_TYPE_WITHOUT,,LATERALITY_LEFT,,,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,MRI-2
MRI_HIP_RIGHT_WO_CONTRAST,MRI hip right without contrast,IRM hanche droite sans contraste,MODALITY_MRI,BODY_REGION_HIP,CONTRAST_TYPE_WITHOUT,,LATERALITY_RIGHT,,,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,MRI-2
MRI_KNEE_LEFT,MRI knee left,IRM genou gauche,MODALITY_MRI,BODY_REGION_KNEE,CONTRAST_TYPE_WITHOUT,,LATERALITY_LEFT,,,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,MRI-2
MRI_KNEE_RIGHT,MRI knee right,IRM genou droit,MODALITY_MRI,BODY_REGION_KNEE,CONTRAST_TYPE_WITHOUT,,LATERALITY_RIGHT,,,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,MRI-2
MRI_LOWER_EXTREMITY_LEFT_W_WO_CONTRAST,MRI lower extremity left with and without contrast,IRM membre inférieur gauche avec et sans contraste,MODALITY_MRI,BODY_REGION_LOWER_EXTREMITY,CONTRAST_TYPE_WITH_AND_WITHOUT,,LATERALITY_LEFT,,,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,MRI-2
MRI_LOWER_EXTREMITY_RIGHT_W_WO_CONTRAST,MRI lower extremity right with and without contrast,IRM membre inférieur droit avec et sans contraste,MODALITY_MRI,BODY_REGION_LOWER_EXTREMITY,CONTRAST_TYPE_WITH_AND_WITHOUT,,LATERALITY_RIGHT,,,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,MRI-2
MRI_PELVIS,MRI pelvis,IRM pelvis,MODALITY_MRI,BODY_REGION_PELVIS,CONTRAST_TYPE_WITHOUT,,LATERALITY_UNSPECIFIED,,,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,MRI-2
MRI_PELVIS_LIMITED,MRI pelvis limited,IRM pelvis limitée,MODALITY_MRI,BODY_REGION_PELVIS,CONTRAST_TYPE_WITHOUT,,LATERALITY_UNSPECIFIED,,,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,MRI-2
MRI_SELLA,MRI sella,IRM selle turcique,MODALITY_MRI,BODY_REGION_HEAD,CONTRAST_TYPE_WITHOUT,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_SELLA,,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,MRI-2
MRI_UPPER_EXTREMITY_LEFT_WO_CONTRAST,MRI upper extremity left without contrast,IRM membre supérieur gauche sans contraste,MODALITY_MRI,BODY_REGION_UPPER_EXTREMITY,CONTRAST_TYPE_WITHOUT,,LATERALITY_LEFT,,,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,MRI-2
MRI_UPPER_EXTREMITY_RIGHT_WO_CONTRAST,MRI upper extremity right without contrast,IRM membre supérieur droit sans contraste,MODALITY_MRI,BODY_REGION_UPPER_EXTREMITY,CONTRAST_TYPE_WITHOUT,,LATERALITY_RIGHT,,,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,MRI-2
MRI_UPPER_EXTREMITY_RIGHT_W_WO_CONTRAST,MRI upper extremity right with and without contrast,IRM membre supérieur droit avec et sans contraste,MODALITY_MRI,BODY_REGION_UPPER_EXTREMITY,CONTRAST_TYPE_WITH_AND_WITHOUT,,LATERALITY_RIGHT,,,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,MRI-2
MRA_BRAIN,MRA brain,ARM cérébrale,MODALITY_MRA,BODY_REGION_HEAD,CONTRAST_TYPE_WITHOUT,,LATERALITY_UNSPECIFIED,,,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,MRA-1
MRA_CAROTID_W_CONTRAST,MRA carotid with contrast,ARM carotides avec contraste,MODALITY_MRA,BODY_REGION_HEAD_NECK,CONTRAST_TYPE_WITH,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_CAROTID,,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,MRA-1
MRA_CAROTID_WO_CONTRAST,MRA carotid without contrast,ARM carotides sans contraste,MODALITY_MRA,BODY_REGION_HEAD_NECK,CONTRAST_TYPE_WITHOUT,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_CAROTID,,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,MRA-1
MRA_LE_LEFT_W_CONTRAST,MRA lower extremity left with contrast,ARM membre inférieur gauche avec contraste,MODALITY_MRA,BODY_REGION_LOWER_EXTREMITY,CONTRAST_TYPE_WITH,,LATERALITY_LEFT,,,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,MRA-1
MRA_LE_RIGHT_W_CONTRAST,MRA lower extremity right with contrast,ARM membre inférieur droit avec contraste,MODALITY_MRA,BODY_REGION_LOWER_EXTREMITY,CONTRAST_TYPE_WITH,,LATERALITY_RIGHT,,,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,NONE,MRA-1
US_THYROID,Thyroid ultrasound,Échographie thyroïde,MODALITY_US,BODY_REGION_THYROID,CONTRAST_TYPE_NONE,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_THYROID,,2,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,AVOID_US_ABD,US-1
US_AORTA,Aorta ultrasound,Échographie aorte,MODALITY_US,BODY_REGION_AORTA,CONTRAST_TYPE_NONE,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_AORTA,,2,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,AVOID_US_ABD,US-1
US_BLADDER,Bladder ultrasound,Échographie vessie,MODALITY_US,BODY_REGION_BLADDER,CONTRAST_TYPE_NONE,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_BLADDER,,2,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,AVOID_US_ABD,US-1
US_CHEST,Chest ultrasound,Échographie thorax,MODALITY_US,BODY_REGION_CHEST,CONTRAST_TYPE_NONE,,LATERALITY_UNSPECIFIED,,,2,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,AVOID_US_ABD,US-1
US_CAROTID_DUPLEX,Carotid duplex ultrasound,Échographie duplex carotidienne,MODALITY_US,BODY_REGION_HEAD_NECK,CONTRAST_TYPE_NONE,,LATERALITY_UNSPECIFIED,ANATOMIC_SUBREGION_CAROTID,PROTOCOL_US_DOPPLER_ARTERIAL,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,AVOID_DOPPLER_VEIN,US-2
US_ARTERIAL_DOPPLER_LE_BILATERAL,Lower extremity arterial Doppler bilateral,Doppler artériel membres inférieurs bilatéral,MODALITY_US,BODY_REGION_LOWER_EXTREMITY,CONTRAST_TYPE_NONE,,LATERALITY_BILATERAL,,PROTOCOL_US_DOPPLER_ARTERIAL,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,AVOID_DOPPLER_VEIN,US-2
US_ARTERIAL_DOPPLER_LE_LEFT,Lower extremity arterial Doppler left,Doppler artériel membre inférieur gauche,MODALITY_US,BODY_REGION_LOWER_EXTREMITY,CONTRAST_TYPE_NONE,,LATERALITY_LEFT,,PROTOCOL_US_DOPPLER_ARTERIAL,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,AVOID_DOPPLER_VEIN,US-2
US_ARTERIAL_DOPPLER_LE_RIGHT,Lower extremity arterial Doppler right,Doppler artériel membre inférieur droit,MODALITY_US,BODY_REGION_LOWER_EXTREMITY,CONTRAST_TYPE_NONE,,LATERALITY_RIGHT,,PROTOCOL_US_DOPPLER_ARTERIAL,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,AVOID_DOPPLER_VEIN,US-2
US_VENOUS_DOPPLER_UE_BILATERAL,Upper extremity venous Doppler bilateral,Doppler veineux membres supérieurs bilatéral,MODALITY_US,BODY_REGION_UPPER_EXTREMITY,CONTRAST_TYPE_NONE,,LATERALITY_BILATERAL,,PROTOCOL_US_DOPPLER_VENOUS,3,WORKBOOK_DRAFT,PENDING_CPT_REVIEW,OPTIONAL,NONE,AVOID_DOPPLER_VEIN,US-2
